country,region,subRegion,year,lifeExp,pop,gdpPercap,dem_rank,basic_rank
Angola,Africa,Middle Africa,2007.0,42.731,12420476,4797.231267,Middle of the Road,Middle of the Road
Argentina,Americas,South America,1952.0,62.485,17876956,5911.315053,Strongly Autocratic,Autocratic
Argentina,Americas,South America,1957.0,64.399,19610538,6856.856212,Middle of the Road,Middle of the Road
Argentina,Americas,South America,1962.0,65.142,21283783,7133.166023,Middle of the Road,Middle of the Road
Argentina,Americas,South America,1967.0,65.634,22934225,8052.953021,Strongly Autocratic,Autocratic
Argentina,Americas,South America,1972.0,67.065,24779799,9443.038526,Strongly Autocratic,Autocratic
Argentina,Americas,South America,1977.0,68.481,26983828,10079.02674,Strongly Autocratic,Autocratic
Argentina,Americas,South America,1982.0,69.942,29341374,8997.897412,Strongly Autocratic,Autocratic
Argentina,Americas,South America,1987.0,70.774,31620918,9139.671389,Strongly Democratic,Democratic
Argentina,Americas,South America,1992.0,71.868,33958947,9308.41871,Strongly Democratic,Democratic
Argentina,Americas,South America,1997.0,73.275,36203463,10967.28195,Strongly Democratic,Democratic
Argentina,Americas,South America,2002.0,74.34,38331121,8797.640716,Strongly Democratic,Democratic
Argentina,Americas,South America,2007.0,75.32,40301927,12779.37964,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1952.0,69.12,8691212,10039.59564,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1957.0,70.33,9712569,10949.64959,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1962.0,70.93,10794968,12217.22686,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1967.0,71.1,11872264,14526.12465,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1972.0,71.93,13177000,16788.62948,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1977.0,73.49,14074100,18334.19751,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1982.0,74.74,15184200,19477.00928,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1987.0,76.32,16257249,21888.88903,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1992.0,77.56,17481977,23424.76683,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,1997.0,78.83,18565243,26997.93657,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,2002.0,80.37,19546792,30687.75473,Strongly Democratic,Democratic
Australia,Oceania,Australia and New Zealand,2007.0,81.235,20434176,34435.36744,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1952.0,66.8,6927772,6137.076492,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1957.0,67.48,6965860,8842.59803,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1962.0,69.54,7129864,10750.72111,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1967.0,70.14,7376998,12834.6024,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1972.0,70.63,7544201,16661.6256,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1977.0,72.17,7568430,19749.4223,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1982.0,73.18,7574613,21597.08362,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1987.0,74.94,7578903,23687.82607,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1992.0,76.04,7914969,27042.01868,Strongly Democratic,Democratic
Austria,Europe,Western Europe,1997.0,77.51,8069876,29095.92066,Strongly Democratic,Democratic
Austria,Europe,Western Europe,2002.0,78.98,8148312,32417.60769,Strongly Democratic,Democratic
Austria,Europe,Western Europe,2007.0,79.829,8199783,36126.4927,Strongly Democratic,Democratic
Bahrain,Asia,Western Asia,1952.0,50.939,120447,9867.084765,NA,NA
Bahrain,Asia,Western Asia,1957.0,53.832,138655,11635.79945,NA,NA
Bahrain,Asia,Western Asia,1962.0,56.923,171863,12753.27514,NA,NA
Bahrain,Asia,Western Asia,1967.0,59.923,202182,14804.6727,NA,NA
Bahrain,Asia,Western Asia,1972.0,63.3,230800,18268.65839,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,1977.0,65.593,297410,19340.10196,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,1982.0,69.052,377967,19211.14731,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,1987.0,70.75,454612,18524.02406,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,1992.0,72.601,529491,19035.57917,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,1997.0,73.925,598561,20292.01679,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,2002.0,74.795,656397,23403.55927,Strongly Autocratic,Autocratic
Bahrain,Asia,Western Asia,2007.0,75.635,708573,29796.04834,Strongly Autocratic,Autocratic
Bangladesh,Asia,Southern Asia,1952.0,37.484,46886859,684.2441716,NA,NA
Bangladesh,Asia,Southern Asia,1957.0,39.348,51365468,661.6374577,NA,NA
Bangladesh,Asia,Southern Asia,1962.0,41.216,56839289,686.3415538,NA,NA
Bangladesh,Asia,Southern Asia,1967.0,43.453,62821884,721.1860862,NA,NA
Bangladesh,Asia,Southern Asia,1972.0,45.252,70759295,630.2336265,Strongly Democratic,Democratic
Bangladesh,Asia,Southern Asia,1977.0,46.923,80428306,659.8772322,Strongly Autocratic,Autocratic
Bangladesh,Asia,Southern Asia,1982.0,50.009,93074406,676.9818656,Strongly Autocratic,Autocratic
Bangladesh,Asia,Southern Asia,1987.0,52.819,103764241,751.9794035,Mildly Autocratic,Autocratic
Bangladesh,Asia,Southern Asia,1992.0,56.018,113704579,837.8101643,Mildly Democratic,Democratic
Bangladesh,Asia,Southern Asia,1997.0,59.412,123315288,972.7700352,Mildly Democratic,Democratic
Bangladesh,Asia,Southern Asia,2002.0,62.013,135656790,1136.39043,Mildly Democratic,Democratic
Bangladesh,Asia,Southern Asia,2007.0,64.062,150448339,1391.253792,Mildly Autocratic,Autocratic
Belgium,Europe,Western Europe,1952.0,68.0,8730405,8343.105127,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1957.0,69.24,8989111,9714.960623,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1962.0,70.25,9218400,10991.20676,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1967.0,70.94,9556500,13149.04119,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1972.0,71.44,9709100,16672.14356,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1977.0,72.8,9821800,19117.97448,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1982.0,73.93,9856303,20979.84589,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1987.0,75.35,9870200,22525.56308,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1992.0,76.46,10045622,25575.57069,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,1997.0,77.53,10199787,27561.19663,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,2002.0,78.32,10311970,30485.88375,Strongly Democratic,Democratic
Belgium,Europe,Western Europe,2007.0,79.441,10392226,33692.60508,Strongly Democratic,Democratic
Benin,Africa,Western Africa,1952.0,38.223,1738315,1062.7522,NA,NA
Benin,Africa,Western Africa,1957.0,40.358,1925173,959.6010805,NA,NA
Benin,Africa,Western Africa,1962.0,42.618,2151895,949.4990641,Middle of the Road,Middle of the Road
Benin,Africa,Western Africa,1967.0,44.885,2427334,1035.831411,Strongly Autocratic,Autocratic
Benin,Africa,Western Africa,1972.0,47.014,2761407,1085.796879,Strongly Autocratic,Autocratic
Benin,Africa,Western Africa,1977.0,49.19,3168267,1029.161251,Strongly Autocratic,Autocratic
Benin,Africa,Western Africa,1982.0,50.904,3641603,1277.897616,Strongly Autocratic,Autocratic
Benin,Africa,Western Africa,1987.0,52.337,4243788,1225.85601,Strongly Autocratic,Autocratic
Benin,Africa,Western Africa,1992.0,53.919,4981671,1191.207681,Mildly Democratic,Democratic
Benin,Africa,Western Africa,1997.0,54.777,6066080,1232.975292,Mildly Democratic,Democratic
Benin,Africa,Western Africa,2002.0,54.406,7026113,1372.877931,Mildly Democratic,Democratic
Benin,Africa,Western Africa,2007.0,56.728,8078314,1441.284873,Strongly Democratic,Democratic
Bolivia,Americas,South America,1952.0,40.414,2883315,2677.326347,Mildly Autocratic,Autocratic
Bolivia,Americas,South America,1957.0,41.89,3211738,2127.686326,Mildly Autocratic,Autocratic
Bolivia,Americas,South America,1962.0,43.428,3593918,2180.972546,Mildly Autocratic,Autocratic
Bolivia,Americas,South America,1967.0,45.032,4040665,2586.886053,Mildly Autocratic,Autocratic
Bolivia,Americas,South America,1972.0,46.714,4565872,2980.331339,Strongly Autocratic,Autocratic
Bolivia,Americas,South America,1977.0,50.023,5079716,3548.097832,Strongly Autocratic,Autocratic
Bolivia,Americas,South America,1982.0,53.859,5642224,3156.510452,Strongly Democratic,Democratic
Bolivia,Americas,South America,1987.0,57.251,6156369,2753.69149,Strongly Democratic,Democratic
Bolivia,Americas,South America,1992.0,59.957,6893451,2961.699694,Strongly Democratic,Democratic
Bolivia,Americas,South America,1997.0,62.05,7693188,3326.143191,Strongly Democratic,Democratic
Bolivia,Americas,South America,2002.0,63.883,8445134,3413.26269,Strongly Democratic,Democratic
Bolivia,Americas,South America,2007.0,65.554,9119152,3822.137084,Strongly Democratic,Democratic
Bosnia and Herzegovina,Europe,Southern Europe,1952.0,53.82,2791000,973.5331948,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1957.0,58.45,3076000,1353.989176,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1962.0,61.93,3349000,1709.683679,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1967.0,64.79,3585000,2172.352423,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1972.0,67.45,3819000,2860.16975,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1977.0,69.86,4086000,3528.481305,Strongly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1982.0,70.69,4172693,4126.613157,Mildly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1987.0,71.14,4338977,4314.114757,Mildly Autocratic,Autocratic
Bosnia and Herzegovina,Europe,Southern Europe,1992.0,72.178,4256013,2546.781445,Middle of the Road,Middle of the Road
Bosnia and Herzegovina,Europe,Southern Europe,1997.0,73.244,3607000,4766.355904,NA,NA
Bosnia and Herzegovina,Europe,Southern Europe,2002.0,74.09,4165416,6018.975239,NA,NA
Bosnia and Herzegovina,Europe,Southern Europe,2007.0,74.852,4552198,7446.298803,NA,NA
Botswana,Africa,Southern Africa,1952.0,47.622,442308,851.2411407,NA,NA
Botswana,Africa,Southern Africa,1957.0,49.618,474639,918.2325349,NA,NA
Botswana,Africa,Southern Africa,1962.0,51.52,512764,983.6539764,NA,NA
Botswana,Africa,Southern Africa,1967.0,53.298,553541,1214.709294,Mildly Democratic,Democratic
Botswana,Africa,Southern Africa,1972.0,56.024,619351,2263.611114,Mildly Democratic,Democratic
Botswana,Africa,Southern Africa,1977.0,59.319,781472,3214.857818,Mildly Democratic,Democratic
Botswana,Africa,Southern Africa,1982.0,61.484,970347,4551.14215,Mildly Democratic,Democratic
Botswana,Africa,Southern Africa,1987.0,63.622,1151184,6205.88385,Strongly Democratic,Democratic
Botswana,Africa,Southern Africa,1992.0,62.745,1342614,7954.111645,Strongly Democratic,Democratic
Botswana,Africa,Southern Africa,1997.0,52.556,1536536,8647.142313,Strongly Democratic,Democratic
Botswana,Africa,Southern Africa,2002.0,46.634,1630347,11003.60508,Strongly Democratic,Democratic
Botswana,Africa,Southern Africa,2007.0,50.728,1639131,12569.85177,Strongly Democratic,Democratic
Brazil,Americas,South America,1952.0,50.917,56602560,2108.944355,Mildly Democratic,Democratic
Brazil,Americas,South America,1957.0,53.285,65551171,2487.365989,Mildly Democratic,Democratic
Brazil,Americas,South America,1962.0,55.665,76039390,3336.585802,Mildly Democratic,Democratic
Brazil,Americas,South America,1967.0,57.632,88049823,3429.864357,Strongly Autocratic,Autocratic
Brazil,Americas,South America,1972.0,59.504,100840058,4985.711467,Strongly Autocratic,Autocratic
Brazil,Americas,South America,1977.0,61.489,114313951,6660.118654,Mildly Autocratic,Autocratic
Brazil,Americas,South America,1982.0,63.336,128962939,7030.835878,Mildly Autocratic,Autocratic
Brazil,Americas,South America,1987.0,65.205,142938076,7807.095818,Strongly Democratic,Democratic
Brazil,Americas,South America,1992.0,67.057,155975974,6950.283021,Strongly Democratic,Democratic
Brazil,Americas,South America,1997.0,69.388,168546719,7957.980824,Strongly Democratic,Democratic
Brazil,Americas,South America,2002.0,71.006,179914212,8131.212843,Strongly Democratic,Democratic
Brazil,Americas,South America,2007.0,72.39,190010647,9065.800825,Strongly Democratic,Democratic
Bulgaria,Europe,Eastern Europe,1952.0,59.6,7274900,2444.286648,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1957.0,66.61,7651254,3008.670727,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1962.0,69.51,8012946,4254.337839,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1967.0,70.42,8310226,5577.0028,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1972.0,70.9,8576200,6597.494398,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1977.0,70.81,8797022,7612.240438,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1982.0,71.08,8892098,8224.191647,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1987.0,71.34,8971958,8239.854824,Strongly Autocratic,Autocratic
Bulgaria,Europe,Eastern Europe,1992.0,71.19,8658506,6302.623438,Strongly Democratic,Democratic
Bulgaria,Europe,Eastern Europe,1997.0,70.32,8066057,5970.38876,Strongly Democratic,Democratic
Bulgaria,Europe,Eastern Europe,2002.0,72.14,7661799,7696.777725,Strongly Democratic,Democratic
Bulgaria,Europe,Eastern Europe,2007.0,73.005,7322858,10680.79282,Strongly Democratic,Democratic
Burkina Faso,Africa,Western Africa,1952.0,31.975,4469979,543.2552413,NA,NA
Burkina Faso,Africa,Western Africa,1957.0,34.906,4713416,617.1834648,NA,NA
Burkina Faso,Africa,Western Africa,1962.0,37.814,4919632,722.5120206,Strongly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1967.0,40.697,5127935,794.8265597,Strongly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1972.0,43.591,5433886,854.7359763,Mildly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1977.0,46.137,5889574,743.3870368,Middle of the Road,Middle of the Road
Burkina Faso,Africa,Western Africa,1982.0,48.122,6634596,807.1985855,Strongly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1987.0,49.557,7586551,912.0631417,Strongly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1992.0,50.26,8878303,931.7527731,Mildly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,1997.0,50.324,10352843,946.2949618,Mildly Autocratic,Autocratic
Burkina Faso,Africa,Western Africa,2002.0,50.65,12251209,1037.645221,Middle of the Road,Middle of the Road
Burkina Faso,Africa,Western Africa,2007.0,52.295,14326203,1217.032994,Middle of the Road,Middle of the Road
Burundi,Africa,Eastern Africa,1952.0,39.031,2445618,339.2964587,NA,NA
Burundi,Africa,Eastern Africa,1957.0,40.533,2667518,379.5646281,NA,NA
Burundi,Africa,Eastern Africa,1962.0,42.045,2961915,355.2032273,Middle of the Road,Middle of the Road
Burundi,Africa,Eastern Africa,1967.0,43.548,3330989,412.9775136,Strongly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1972.0,44.057,3529983,464.0995039,Strongly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1977.0,45.91,3834415,556.1032651,Strongly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1982.0,47.471,4580410,559.603231,Strongly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1987.0,48.211,5126023,621.8188189,Strongly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1992.0,44.736,5809236,631.6998778,Mildly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,1997.0,45.326,6121610,463.1151478,Mildly Autocratic,Autocratic
Burundi,Africa,Eastern Africa,2002.0,47.36,7021078,446.4035126,Middle of the Road,Middle of the Road
Burundi,Africa,Eastern Africa,2007.0,49.58,8390505,430.0706916,Mildly Democratic,Democratic
Cambodia,Asia,South-Eastern Asia,1952.0,39.417,4693836,368.4692856,NA,NA
Cambodia,Asia,South-Eastern Asia,1957.0,41.366,5322536,434.0383364,Strongly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1962.0,43.415,6083619,496.9136476,Strongly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1967.0,45.415,6960067,523.4323142,Strongly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1972.0,40.317,7450606,421.6240257,Mildly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1977.0,31.22,6978607,524.9721832,Strongly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1982.0,50.957,7272485,624.4754784,Mildly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,1987.0,53.914,8371791,683.8955732,Middle of the Road,Middle of the Road
Cambodia,Asia,South-Eastern Asia,1992.0,55.803,10150094,682.3031755,Middle of the Road,Middle of the Road
Cambodia,Asia,South-Eastern Asia,1997.0,56.534,11782962,734.28517,Strongly Autocratic,Autocratic
Cambodia,Asia,South-Eastern Asia,2002.0,56.752,12926707,896.2260153,Middle of the Road,Middle of the Road
Cambodia,Asia,South-Eastern Asia,2007.0,59.723,14131858,1713.778686,Middle of the Road,Middle of the Road
Cameroon,Africa,Middle Africa,1952.0,38.523,5009067,1172.667655,NA,NA
Cameroon,Africa,Middle Africa,1957.0,40.428,5359923,1313.048099,NA,NA
Cameroon,Africa,Middle Africa,1962.0,42.643,5793633,1399.607441,Mildly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1967.0,44.799,6335506,1508.453148,Strongly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1972.0,47.049,7021028,1684.146528,Strongly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1977.0,49.355,7959865,1783.432873,Strongly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1982.0,52.961,9250831,2367.983282,Strongly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1987.0,54.985,10780667,2602.664206,Strongly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1992.0,54.314,12467171,1793.163278,Mildly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,1997.0,52.199,14195809,1694.337469,Mildly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,2002.0,49.856,15929988,1934.011449,Mildly Autocratic,Autocratic
Cameroon,Africa,Middle Africa,2007.0,50.43,17696293,2042.09524,Mildly Autocratic,Autocratic
Canada,Americas,Northern America,1952.0,68.75,14785584,11367.16112,Strongly Democratic,Democratic
Canada,Americas,Northern America,1957.0,69.96,17010154,12489.95006,Strongly Democratic,Democratic
Canada,Americas,Northern America,1962.0,71.3,18985849,13462.48555,Strongly Democratic,Democratic
Canada,Americas,Northern America,1967.0,72.13,20819767,16076.58803,Strongly Democratic,Democratic
Canada,Americas,Northern America,1972.0,72.88,22284500,18970.57086,Strongly Democratic,Democratic
Canada,Americas,Northern America,1977.0,74.21,23796400,22090.88306,Strongly Democratic,Democratic
Canada,Americas,Northern America,1982.0,75.76,25201900,22898.79214,Strongly Democratic,Democratic
Canada,Americas,Northern America,1987.0,76.86,26549700,26626.51503,Strongly Democratic,Democratic
Canada,Americas,Northern America,1992.0,77.95,28523502,26342.88426,Strongly Democratic,Democratic
Canada,Americas,Northern America,1997.0,78.61,30305843,28954.92589,Strongly Democratic,Democratic
Canada,Americas,Northern America,2002.0,79.77,31902268,33328.96507,Strongly Democratic,Democratic
Canada,Americas,Northern America,2007.0,80.653,33390141,36319.23501,Strongly Democratic,Democratic
Chad,Africa,Middle Africa,1952.0,38.092,2682462,1178.665927,NA,NA
Chad,Africa,Middle Africa,1957.0,39.881,2894855,1308.495577,NA,NA
Chad,Africa,Middle Africa,1962.0,41.716,3150417,1389.817618,Strongly Autocratic,Autocratic
Chad,Africa,Middle Africa,1967.0,43.601,3495967,1196.810565,Strongly Autocratic,Autocratic
Chad,Africa,Middle Africa,1972.0,45.569,3899068,1104.103987,Strongly Autocratic,Autocratic
Chad,Africa,Middle Africa,1977.0,47.383,4388260,1133.98495,Strongly Autocratic,Autocratic
Chad,Africa,Middle Africa,1982.0,49.517,4875118,797.9081006,Middle of the Road,Middle of the Road
Chad,Africa,Middle Africa,1987.0,51.051,5498955,952.386129,Strongly Autocratic,Autocratic
Chad,Africa,Middle Africa,1992.0,51.724,6429417,1058.0643,Mildly Autocratic,Autocratic
Chad,Africa,Middle Africa,1997.0,51.573,7562011,1004.961353,Middle of the Road,Middle of the Road
Chad,Africa,Middle Africa,2002.0,50.525,8835739,1156.18186,Middle of the Road,Middle of the Road
Chad,Africa,Middle Africa,2007.0,50.651,10238807,1704.063724,Middle of the Road,Middle of the Road
Chile,Americas,South America,1952.0,54.745,6377619,3939.978789,Middle of the Road,Middle of the Road
Chile,Americas,South America,1957.0,56.074,7048426,4315.622723,Mildly Democratic,Democratic
Chile,Americas,South America,1962.0,57.924,7961258,4519.094331,Mildly Democratic,Democratic
Chile,Americas,South America,1967.0,60.523,8858908,5106.654313,Mildly Democratic,Democratic
Chile,Americas,South America,1972.0,63.441,9717524,5494.024437,Mildly Democratic,Democratic
Chile,Americas,South America,1977.0,67.052,10599793,4756.763836,Strongly Autocratic,Autocratic
Chile,Americas,South America,1982.0,70.565,11487112,5095.665738,Strongly Autocratic,Autocratic
Chile,Americas,South America,1987.0,72.492,12463354,5547.063754,Mildly Autocratic,Autocratic
Chile,Americas,South America,1992.0,74.126,13572994,7596.125964,Strongly Democratic,Democratic
Chile,Americas,South America,1997.0,75.816,14599929,10118.05318,Strongly Democratic,Democratic
Chile,Americas,South America,2002.0,77.86,15497046,10778.78385,Strongly Democratic,Democratic
Chile,Americas,South America,2007.0,78.553,16284741,13171.63885,Strongly Democratic,Democratic
China,Asia,Eastern Asia,1952.0,44.0,556263527,400.448611,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1957.0,50.54896,637408000,575.9870009,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1962.0,44.50136,665770000,487.6740183,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1967.0,58.38112,754550000,612.7056934,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1972.0,63.11888,862030000,676.9000921,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1977.0,63.96736,943455000,741.2374699,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1982.0,65.525,1000281000,962.4213805,Strongly Autocratic,Autocratic
China,Asia,Eastern Asia,1987.0,67.274,1084035000,1378.904018,Strongly Autocratic,Autocratic
