state,county,black_perc
Colorado,Jefferson County,1.327264625
Colorado,Kiowa County,0.773014758
Colorado,Kit Carson County,2.023717453
Colorado,Lake County,0.627922512
Colorado,La Plata County,0.577823288
Colorado,Larimer County,1.122979102
Colorado,Las Animas County,1.991748471
Colorado,Lincoln County,5.560554256
Colorado,Logan County,3.798330005
Colorado,Mesa County,0.986445631
Colorado,Mineral County,0.688705234
Colorado,Moffat County,0.641570689
Colorado,Montezuma County,0.48914705
Colorado,Montrose County,0.798612807
Colorado,Morgan County,2.916078984
Colorado,Otero County,1.33565938
Colorado,Ouray County,0.23449158
Colorado,Park County,0.593579649
Colorado,Phillips County,1.080708209
Colorado,Pitkin County,0.871422949
Colorado,Prowers County,0.844905471
Colorado,Pueblo County,2.500748819
Colorado,Rio Blanco County,1.156597169
Colorado,Rio Grande County,0.710387248
Colorado,Routt County,0.70037298
Colorado,Saguache County,1.023836186
Colorado,San Juan County,0.570613409
Colorado,San Miguel County,0.812285823
Colorado,Sedgwick County,0.41684035
Colorado,Summit County,1.037776382
Colorado,Teller County,0.812486637
Colorado,Washington County,0.966282895
Colorado,Weld County,1.44718663
Colorado,Yuma County,0.31539523
Connecticut,Fairfield County,12.36196711
Connecticut,Hartford County,15.3455803
Connecticut,Litchfield County,1.882322184
Connecticut,Middlesex County,5.500935616
Connecticut,New Haven County,14.33220473
Connecticut,New London County,6.892074317
Connecticut,Tolland County,3.713512086
Connecticut,Windham County,2.996405686
Delaware,Kent County,25.52655691
Delaware,New Castle County,25.14642255
Delaware,Sussex County,12.77791691
District of Columbia,District of Columbia,48.30117163
Florida,Alachua County,20.50399286
Florida,Baker County,13.66520788
Florida,Bay County,11.43006579
Florida,Bradford County,19.32189542
Florida,Brevard County,10.73284421
Florida,Broward County,29.21191189
Florida,Calhoun County,13.45595353
Florida,Charlotte County,6.092481876
Florida,Citrus County,3.187341377
Florida,Clay County,11.15180397
Florida,Collier County,7.171184282
Florida,Columbia County,18.50529642
Florida,DeSoto County,12.95053302
Florida,Dixie County,9.590816515
Florida,Duval County,30.07195978
Florida,Escambia County,22.86022964
Florida,Flagler County,11.42306816
Florida,Franklin County,14.11444605
Florida,Gadsden County,55.37188287
Florida,Gilchrist County,5.366591081
Florida,Glades County,13.78200439
Florida,Gulf County,18.8141894
Florida,Hamilton County,33.96991955
Florida,Hardee County,7.693985892
Florida,Hendry County,13.12405736
Florida,Hernando County,5.699426695
Florida,Highlands County,10.53060076
Florida,Hillsborough County,17.662948
Florida,Holmes County,6.706685986
Florida,Indian River County,9.326726114
Florida,Jackson County,26.94088356
Florida,Jefferson County,35.09693914
Florida,Lafayette County,15.0986956
Florida,Lake County,10.77897967
Florida,Lee County,9.06348026
Florida,Leon County,31.58569472
Florida,Levy County,9.449688693
Florida,Liberty County,19.33741448
Florida,Madison County,38.71686223
Florida,Manatee County,9.253128363
Florida,Marion County,13.34084963
Florida,Martin County,5.664083746
Florida,Miami-Dade County,18.70171255
Florida,Monroe County,6.587336414
Florida,Nassau County,6.458110244
Florida,Okaloosa County,10.24845971
Florida,Okeechobee County,8.794243584
Florida,Orange County,22.303874
Florida,Osceola County,13.39442519
Florida,Palm Beach County,19.03289947
Florida,Pasco County,5.819537305
Florida,Pinellas County,10.9848425
Florida,Polk County,15.73023511
Florida,Putnam County,16.57526068
Florida,St. Johns County,5.598746911
Florida,St. Lucie County,20.30559714
Florida,Santa Rosa County,6.702586207
Florida,Sarasota County,4.946874484
Florida,Seminole County,12.33190246
Florida,Sumter County,8.040978712
Florida,Suwannee County,13.61974406
Florida,Taylor County,20.48192771
Florida,Union County,23.13903111
Florida,Volusia County,11.20958819
Florida,Wakulla County,14.71698113
Florida,Walton County,5.775650312
Florida,Washington County,15.4696804
Georgia,Appling County,19.87644955
Georgia,Atkinson County,17.89711836
Georgia,Bacon County,16.66519161
Georgia,Baker County,46.35220126
Georgia,Baldwin County,41.88829495
Georgia,Banks County,3.114355231
Georgia,Barrow County,11.76330105
Georgia,Bartow County,10.99302169
Georgia,Ben Hill County,35.94782509
Georgia,Berrien County,11.22185308
Georgia,Bibb County,54.11817514
Georgia,Bleckley County,24.25059218
Georgia,Brantley County,3.570848009
Georgia,Brooks County,35.06833568
Georgia,Bryan County,15.34849304
Georgia,Bulloch County,29.36229371
Georgia,Burke County,47.95339635
Georgia,Butts County,28.16513373
Georgia,Calhoun County,61.61444667
Georgia,Camden County,19.62688572
Georgia,Candler County,24.18702921
Georgia,Carroll County,19.03618665
Georgia,Catoosa County,2.912944739
Georgia,Charlton County,32.46432703
Georgia,Chatham County,40.16364878
Georgia,Chattahoochee County,19.66045039
Georgia,Chattooga County,10.34427414
Georgia,Cherokee County,6.735905045
Georgia,Clarke County,27.54131965
Georgia,Clay County,59.21680993
Georgia,Clayton County,68.7065394
Georgia,Clinch County,28.62324097
Georgia,Cobb County,27.78491206
Georgia,Coffee County,28.25229656
Georgia,Colquitt County,23.39891807
Georgia,Columbia County,17.31874601
Georgia,Cook County,27.83812193
Georgia,Coweta County,18.0485021
Georgia,Crawford County,21.3755247
Georgia,Crisp County,43.58638171
Georgia,Dade County,1.426463355
Georgia,Dawson County,1.012354152
Georgia,Decatur County,41.80834621
Georgia,DeKalb County,54.6531296
Georgia,Dodge County,29.93966095
Georgia,Dooly County,50.2244389
Georgia,Dougherty County,68.69771821
Georgia,Douglas County,44.5439236
Georgia,Early County,49.48463357
Georgia,Echols County,5.569306931
Georgia,Effingham County,14.09484117
Georgia,Elbert County,29.5445156
Georgia,Emanuel County,34.29628325
Georgia,Evans County,31.352554
Georgia,Fannin County,1.008105995
Georgia,Fayette County,22.62315516
Georgia,Floyd County,14.92166128
Georgia,Forsyth County,3.728617291
Georgia,Franklin County,9.995069697
Georgia,Fulton County,44.29535249
Georgia,Gilmer County,1.387755102
Georgia,Glascock County,9.69004894
Georgia,Glynn County,26.67895045
Georgia,Gordon County,4.67882773
Georgia,Grady County,29.34735172
Georgia,Greene County,35.40394973
Georgia,Gwinnett County,27.6451933
Georgia,Habersham County,4.161741977
Georgia,Hall County,8.213501434
Georgia,Hancock County,71.95649632
Georgia,Haralson County,5.364940736
Georgia,Harris County,17.44105929
Georgia,Hart County,18.85720999
Georgia,Heard County,10.72883265
Georgia,Henry County,41.76100744
Georgia,Houston County,30.69458053
Georgia,Irwin County,26.9983775
Georgia,Jackson County,7.376893939
Georgia,Jasper County,21.33480015
Georgia,Jeff Davis County,15.71715818
Georgia,Jefferson County,53.29690798
Georgia,Jenkins County,43.23992408
Georgia,Johnson County,34.64167357
Georgia,Jones County,24.73503194
Georgia,Lamar County,31.1521345
Georgia,Lanier County,22.39138867
Georgia,Laurens County,36.37468312
Georgia,Lee County,20.6937881
Georgia,Liberty County,41.3210175
Georgia,Lincoln County,31.04392024
Georgia,Long County,26.20269584
Georgia,Lowndes County,36.45417091
Georgia,Lumpkin County,2.031329598
Georgia,McDuffie County,41.36954503
Georgia,McIntosh County,34.41191209
Georgia,Macon County,59.53638498
Georgia,Madison County,9.52146549
Georgia,Marion County,30.8069855
Georgia,Meriwether County,39.17413874
Georgia,Miller County,27.31465665
Georgia,Mitchell County,47.94010809
Georgia,Monroe County,23.69110431
Georgia,Montgomery County,27.05842923
Georgia,Morgan County,23.62850493
Georgia,Murray County,1.483634525
Georgia,Muscogee County,46.36277975
Georgia,Newton County,43.65761854
Georgia,Oconee County,5.533157236
Georgia,Oglethorpe County,17.4702441
Georgia,Paulding County,18.540706
Georgia,Peach County,43.75374251
Georgia,Pickens County,1.652974364
Georgia,Pierce County,9.490655918
Georgia,Pike County,10.34501979
Georgia,Polk County,13.16106348
Georgia,Pulaski County,31.77430677
Georgia,Putnam County,27.4340842
Georgia,Quitman County,47.39357081
Georgia,Rabun County,1.578527117
Georgia,Randolph County,60.93424162
Georgia,Richmond County,55.62878792
Georgia,Rockdale County,52.17655533
Georgia,Schley County,21.28482972
Georgia,Screven County,41.71021042
Georgia,Seminole County,33.15600786
Georgia,Spalding County,33.57168506
Georgia,Stephens County,11.58446025
Georgia,Stewart County,51.82020167
Georgia,Sumter County,52.84447188
Georgia,Talbot County,55.73615275
Georgia,Taliaferro County,56.80292862
Georgia,Tattnall County,29.48590907
Georgia,Taylor County,38.35534214
Georgia,Telfair County,37.13414634
Georgia,Terrell County,59.5083946
Georgia,Thomas County,36.76852407
Georgia,Tift County,29.93082131
Georgia,Toombs County,25.97555156
Georgia,Towns County,1.207297442
Georgia,Treutlen County,32.2623434
Georgia,Troup County,35.75247624
Georgia,Turner County,39.29875822
Georgia,Twiggs County,40.5601907
Georgia,Union County,0.97902726
Georgia,Upson County,28.2501517
Georgia,Walker County,4.685158523
Georgia,Walton County,17.16535255
Georgia,Ware County,29.36669494
Georgia,Warren County,59.34065934
Georgia,Washington County,53.14661799
Georgia,Wayne County,19.99729126
Georgia,Webster County,41.80513595
Georgia,Wheeler County,37.89700114
Georgia,White County,2.242310816
Georgia,Whitfield County,4.570315499
Georgia,Wilcox County,35.46347522
Georgia,Wilkes County,42.55599473
Georgia,Wilkinson County,38.70016384
Georgia,Worth County,28.8564665
Hawaii,Hawaii County,0.972875557
Hawaii,Honolulu County,3.342198067
Hawaii,Kalawao County,0
Hawaii,Kauai County,0.738830418
Hawaii,Maui County,0.967583229
Idaho,Ada County,1.294531921
Idaho,Adams County,0.2081707
Idaho,Bannock County,0.883645395
Idaho,Bear Lake County,0.354609929
Idaho,Benewah County,0.397702165
Idaho,Bingham County,0.562347188
Idaho,Blaine County,0.347350871
Idaho,Boise County,0.39671295
Idaho,Bonner County,0.329678205
Idaho,Bonneville County,0.713059434
Idaho,Boundary County,0.591977381
Idaho,Butte County,0.279888045
Idaho,Camas County,0.469043152
Idaho,Canyon County,0.840571048
Idaho,Caribou County,0.265878877
Idaho,Cassia County,0.604101081
Idaho,Clark County,0.909090909
Idaho,Clearwater County,0.541431262
Idaho,Custer County,0.318081723
Idaho,Elmore County,3.246251353
Idaho,Franklin County,0.283004436
Idaho,Fremont County,0.842499415
Idaho,Gem County,0.261096606
Idaho,Gooding County,0.516880398
Idaho,Idaho County,0.399459194
Idaho,Jefferson County,0.412416688
Idaho,Jerome County,0.569825546
Idaho,Kootenai County,0.417703165
Idaho,Latah County,0.915467533
Idaho,Lemhi County,0.374919198
Idaho,Lewis County,0.527843758
Idaho,Lincoln County,0.566358316
Idaho,Madison County,0.679330076
Idaho,Minidoka County,0.811299545
Idaho,Nez Perce County,0.561825809
Idaho,Oneida County,0.280308339
Idaho,Owyhee County,0.866489832
Idaho,Payette County,0.379979036
Idaho,Power County,0.902196653
Idaho,Shoshone County,0.402187902
Idaho,Teton County,0.388110564
Idaho,Twin Falls County,0.744157815
Idaho,Valley County,0.366227853
Idaho,Washington County,0.420673077
Illinois,Adams County,3.811200812
Illinois,Alexander County,33.90855457
Illinois,Bond County,6.572271386
Illinois,Boone County,2.642530559
Illinois,Brown County,19.2414702
Illinois,Bureau County,0.949772233
Illinois,Calhoun County,0.367421923
Illinois,Carroll County,1.067323481
Illinois,Cass County,3.837471783
Illinois,Champaign County,13.05844557
Illinois,Christian County,1.63783366
Illinois,Clark County,0.494398899
Illinois,Clay County,0.536193029
Illinois,Clinton County,3.718308368
Illinois,Coles County,4.089792654
Illinois,Cook County,24.23277314
Illinois,Crawford County,4.85731946
Illinois,Cumberland County,0.559735731
Illinois,DeKalb County,7.572447102
Illinois,De Witt County,0.849387579
Illinois,Douglas County,0.69111638
Illinois,DuPage County,5.270226274
Illinois,Edgar County,0.486865942
Illinois,Edwards County,0.658096113
Illinois,Effingham County,0.465508714
Illinois,Fayette County,5.067368326
Illinois,Ford County,1.026499709
Illinois,Franklin County,0.620488793
Illinois,Fulton County,4.016919241
Illinois,Gallatin County,0.759734093
Illinois,Greene County,0.785439166
Illinois,Grundy County,1.588809086
Illinois,Hamilton County,0.695121951
Illinois,Hancock County,0.501536968
Illinois,Hardin County,2.007255139
Illinois,Henderson County,0.414581844
Illinois,Henry County,1.93578371
Illinois,Iroquois County,1.185825893
Illinois,Jackson County,14.99107173
Illinois,Jasper County,0.364317685
Illinois,Jefferson County,9.14400438
Illinois,Jersey County,0.661541212
Illinois,Jo Daviess County,0.633885719
Illinois,Johnson County,9.559630152
Illinois,Kane County,6.140187286
Illinois,Kankakee County,15.46280179
Illinois,Kendall County,7.191439342
Illinois,Knox County,8.053886977
Illinois,Lake County,7.47623986
Illinois,LaSalle County,2.754798667
Illinois,Lawrence County,10.41173974
Illinois,Lee County,5.595072866
Illinois,Livingston County,4.543099452
Illinois,Logan County,8.238963857
Illinois,McDonough County,5.648996266
Illinois,McHenry County,1.556241723
Illinois,McLean County,7.805227354
Illinois,Macon County,17.19430025
Illinois,Macoupin County,1.055489195
Illinois,Madison County,8.505722947
Illinois,Marion County,4.157646261
Illinois,Marshall County,0.534134535
Illinois,Mason County,0.656886359
Illinois,Massac County,5.885141541
Illinois,Menard County,1.157184185
Illinois,Mercer County,0.630596544
Illinois,Monroe County,0.38962189
Illinois,Montgomery County,2.962142709
Illinois,Morgan County,6.701504537
Illinois,Moultrie County,0.435335878
Illinois,Ogle County,1.113068391
Illinois,Peoria County,18.28580021
Illinois,Perry County,8.671030033
Illinois,Piatt County,0.585830231
Illinois,Pike County,1.963850147
Illinois,Pope County,7.051585424
Illinois,Pulaski County,31.94786897
Illinois,Putnam County,0.903614458
Illinois,Randolph County,10.6386217
Illinois,Richland County,0.7361657
Illinois,Rock Island County,10.15786989
Illinois,St. Clair County,30.26032751
Illinois,Saline County,4.191787518
Illinois,Sangamon County,12.53371714
Illinois,Schuyler County,3.540955631
Illinois,Scott County,0.569520817
Illinois,Shelby County,0.463834673
Illinois,Stark County,0.673807878
Illinois,Stephenson County,9.807864653
Illinois,Tazewell County,1.336795252
Illinois,Union County,1.131663603
Illinois,Vermilion County,13.71685881
Illinois,Wabash County,0.901057009
Illinois,Warren County,2.544645404
Illinois,Washington County,0.903994394
Illinois,Wayne County,0.688059429
Illinois,White County,0.642144203
Illinois,Whiteside County,1.788748927
Illinois,Will County,11.90141183
Illinois,Williamson County,4.580084783
Illinois,Winnebago County,13.0546402
Illinois,Woodford County,0.650062457
Indiana,Adams County,0.468839337
Indiana,Allen County,12.0637807
Indiana,Bartholomew County,2.290480767
Indiana,Benton County,1.1289022
Indiana,Blackford County,0.626118068
Indiana,Boone County,1.578681485
Indiana,Brown County,0.634305936
Indiana,Carroll County,0.614423852
Indiana,Cass County,2.014271045
Indiana,Clark County,7.628433488
Indiana,Clay County,0.641436818
Indiana,Clinton County,0.613327609
Indiana,Crawford County,0.524658972
Indiana,Daviess County,1.267246095
Indiana,Dearborn County,0.770397331
Indiana,Decatur County,0.531654161
Indiana,DeKalb County,0.596398131
Indiana,Delaware County,7.221100195
Indiana,Dubois County,0.562869457
Indiana,Elkhart County,6.296136116
Indiana,Fayette County,1.587437057
Indiana,Floyd County,5.508088254
Indiana,Fountain County,0.439997589
Indiana,Franklin County,0.362889122
Indiana,Fulton County,0.767905489
Indiana,Gibson County,2.152479645
Indiana,Grant County,7.236058194
Indiana,Greene County,0.32058198
Indiana,Hamilton County,4.103688444
Indiana,Hancock County,2.531715389
Indiana,Harrison County,0.659457274
Indiana,Hendricks County,6.229771417
Indiana,Henry County,2.672246606
Indiana,Howard County,7.295653859
Indiana,Huntington County,0.64974065
Indiana,Jackson County,1.082393519
Indiana,Jasper County,0.908276068
Indiana,Jay County,0.487666304
Indiana,Jefferson County,2.073050346
Indiana,Jennings County,0.946338316
Indiana,Johnson County,2.037652122
Indiana,Knox County,3.211432489
Indiana,Kosciusko County,1.104044772
Indiana,LaGrange County,0.492153882
Indiana,Lake County,24.99523434
Indiana,LaPorte County,11.4353739
Indiana,Lawrence County,0.503352017
Indiana,Madison County,8.542818159
Indiana,Marion County,27.99152308
Indiana,Marshall County,0.913417419
Indiana,Martin County,0.293369842
Indiana,Miami County,4.843567007
Indiana,Monroe County,3.500915656
Indiana,Montgomery County,1.114395584
Indiana,Morgan County,0.582931312
Indiana,Newton County,0.763849229
Indiana,Noble County,0.798189931
Indiana,Ohio County,0.589424049
Indiana,Orange County,1.213976027
Indiana,Owen County,0.560559601
Indiana,Parke County,2.5738122
Indiana,Perry County,2.941024448
Indiana,Pike County,0.666984278
Indiana,Porter County,3.928724775
Indiana,Posey County,1.011288805
Indiana,Pulaski County,0.931026457
Indiana,Putnam County,4.060130371
Indiana,Randolph County,0.738916256
Indiana,Ripley County,0.484303683
Indiana,Rush County,0.995681382
Indiana,St. Joseph County,13.32583324
Indiana,Scott County,0.442216981
Indiana,Shelby County,1.209586762
Indiana,Spencer County,0.878590393
Indiana,Starke County,0.422510672
Indiana,Steuben County,0.910624927
Indiana,Sullivan County,4.6492737
Indiana,Switzerland County,0.665146332
Indiana,Tippecanoe County,5.133834878
Indiana,Tipton County,0.5043558
Indiana,Union County,0.710108605
Indiana,Vanderburgh County,9.480583031
Indiana,Vermillion County,0.40147846
Indiana,Vigo County,7.283865945
Indiana,Wabash County,0.815234302
Indiana,Warren County,0.338614101
Indiana,Warrick County,1.602662488
Indiana,Washington County,0.492327596
Indiana,Wayne County,5.070073581
Indiana,Wells County,0.632956659
Indiana,White County,0.876795785
Indiana,Whitley County,0.475962402
Iowa,Adair County,0.26286663
Iowa,Adams County,0.395152792
Iowa,Allamakee County,1.346680109
Iowa,Appanoose County,0.734296432
Iowa,Audubon County,0.381084358
Iowa,Benton County,0.565125887
Iowa,Black Hawk County,9.042748492
Iowa,Boone County,1.141012649
Iowa,Bremer County,0.930345441
Iowa,Buchanan County,0.45579717
Iowa,Buena Vista County,3.108378471
Iowa,Butler County,0.355346966
Iowa,Calhoun County,1.975962518
Iowa,Carroll County,0.980583472
Iowa,Cass County,0.342593282
Iowa,Cedar County,0.474372955
Iowa,Cerro Gordo County,1.490108562
Iowa,Cherokee County,0.889925696
Iowa,Chickasaw County,0.686120526
Iowa,Clarke County,0.993627822
Iowa,Clay County,0.805718786
Iowa,Clayton County,0.685785536
Iowa,Clinton County,3.267878077
Iowa,Crawford County,2.556452556
Iowa,Dallas County,1.834450226
Iowa,Davis County,0.171057133
Iowa,Decatur County,1.861313869
Iowa,Delaware County,0.465436994
Iowa,Des Moines County,6.094120584
Iowa,Dickinson County,0.379872597
Iowa,Dubuque County,3.169111969
Iowa,Emmet County,0.962227454
